1.0,2021-10-12 08:29:41.216417
0.0,2021-10-12 08:29:52.274746
0.0,2021-10-12 08:30:02.309280
0.0,2021-10-12 08:30:12.334907
0.0,2021-10-12 08:32:14.207493
0.0,2021-10-12 08:32:24.282140
0.0,2021-10-12 08:32:34.312238
0.0,2021-10-12 08:33:58.838286
0.0,2021-10-12 08:34:08.880307
0.0,2021-10-12 08:34:09.209523
0.0,2021-10-12 08:55:40.093237
0.0,2021-10-12 08:55:50.146289
1.0,2021-10-12 08:56:00.176725
0.0,2021-10-12 08:56:11.200635
0.0,2021-10-12 08:56:21.230699
0.0,2021-10-12 08:58:35.052075
0.0,2021-10-12 08:58:45.096886
0.0,2021-10-12 08:58:55.114796
0.0,2021-10-12 08:59:05.142727
0.0,2021-10-12 08:59:15.160477
0.0,2021-10-12 08:59:25.181039
0.0,2021-10-12 08:59:35.211081
0.0,2021-10-12 08:59:45.234990
0.0,2021-10-12 09:02:39.535204
0.0,2021-10-12 09:02:49.575151
0.0,2021-10-12 09:02:59.603903
0.0,2021-10-12 09:03:09.627107
0.0,2021-10-12 09:03:19.656260
0.0,2021-10-12 09:03:29.685810
0.0,2021-10-12 09:03:39.705352
0.0,2021-10-12 09:03:49.725480
0.0,2021-10-12 09:03:59.752662
0.0,2021-10-12 09:04:09.783314
0.0,2021-10-12 09:04:19.807691
0.0,2021-10-12 09:04:29.832461
0.0,2021-10-12 09:04:55.021596
0.0,2021-10-12 09:05:05.051880
0.0,2021-10-12 09:05:15.073278
0.0,2021-10-12 09:05:25.099316
0.0,2021-10-12 09:05:35.129489
0.0,2021-10-12 09:05:45.157276
0.0,2021-10-12 09:05:55.205276
0.0,2021-10-12 09:06:05.221463
0.0,2021-10-12 09:06:15.246435
0.0,2021-10-12 09:06:25.260638
0.0,2021-10-12 09:06:35.286667
0.0,2021-10-12 09:06:45.311844
0.0,2021-10-12 09:06:55.389499
0.0,2021-10-12 09:07:05.404693
0.0,2021-10-12 09:07:15.430187
0.0,2021-10-12 09:07:25.477770
0.0,2021-10-12 09:07:35.500758
0.0,2021-10-12 09:07:45.525991
0.0,2021-10-12 09:07:55.544120
0.0,2021-10-12 09:08:05.571715
0.0,2021-10-12 09:08:15.603966
0.0,2021-10-12 09:08:25.626766
0.0,2021-10-12 09:08:35.650235
0.0,2021-10-12 09:08:45.677797
0.0,2021-10-12 09:08:55.696710
0.0,2021-10-12 09:09:05.726936
0.0,2021-10-12 09:09:15.758033
0.0,2021-10-12 09:09:25.789258
0.0,2021-10-12 09:09:35.812699
0.0,2021-10-12 09:09:45.838967
0.0,2021-10-12 09:09:55.861127
0.0,2021-10-12 09:10:05.882061
0.0,2021-10-12 09:10:15.911124
0.0,2021-10-12 09:10:25.927491
0.0,2021-10-12 09:10:35.951083
0.0,2021-10-12 09:10:45.977434
0.0,2021-10-12 09:10:56.006715
0.0,2021-10-12 09:11:06.036196
0.0,2021-10-12 09:11:31.899432
0.0,2021-10-12 09:11:41.945720
0.0,2021-10-12 09:11:51.974778
0.0,2021-10-12 09:12:02.002280
0.0,2021-10-12 09:12:12.032352
0.0,2021-10-12 09:12:22.057046
0.0,2021-10-12 09:14:55.198787
0.0,2021-10-12 09:15:05.237057
0.0,2021-10-12 09:15:19.587166
0.0,2021-10-12 09:28:00.340024
0.0,2021-10-12 09:28:10.412749
0.0,2021-10-12 09:28:20.442648
0.0,2021-10-12 09:28:30.466492
0.0,2021-10-12 09:28:40.502540
0.0,2021-10-12 09:28:50.525540
1.0,2021-10-12 09:29:00.551492
1.0,2021-10-12 09:29:11.574459
1.0,2021-10-12 09:29:22.602608
0.0,2021-10-12 09:29:33.631862
0.0,2021-10-12 09:29:43.656940
1.0,2021-10-12 09:29:53.680605
0.0,2021-10-12 09:30:04.705822
0.0,2021-10-12 09:30:14.725908
0.0,2021-10-12 09:30:24.751285
1.0,2021-10-12 09:30:34.770757
0.0,2021-10-12 09:30:45.790305
1.0,2021-10-12 09:30:55.810361
0.0,2021-10-12 09:31:06.837707
0.0,2021-10-12 09:31:16.866623
1.0,2021-10-12 09:31:26.895896
